,Date,City,State,Country,Type,Seconds,Duration,Description,Date added,Lat,Lon
57328,7/16/2003 04:00,vancouver (canada),bc,ca,diamond,3600,1 hour,Motionless - set of bright diamond shaped lights in southwestern sky at pre-dawn,7/23/2003,49.25,-123.13333300000001
57459,7/16/2012 03:30,cherryville (canada),bc,ca,light,300,5 minutes,A pulsing light that flashed regularly every 10 seconds; both the speed of the pulsing and intervals in between were consistent.,8/5/2012,50.233333,-118.61666699999999
57542,7/17/2003 01:15,terrace (canada),bc,ca,light,300,5 mins.,HBCCUFO CANADIAN REPORT:  Object/Light exploded/or flashed brightly.,7/23/2003,54.5,-128.583333
57552,7/17/2003 20:00,terrace (canada),bc,ca,circle,4,approx: 4 seconds,HBCCUFO CANADIAN REPORT:  A silver&#44 round shaped object,7/23/2003,54.5,-128.583333
57556,7/17/2003 22:55,trail (canada),bc,ca,light,4,approx: 4 sec.,HBCCUFO CANADIAN REPORT:  Two low flying objects passed over top the Trail&#44 B.C. Smelter.,7/23/2003,49.1,-117.71666699999999
57589,7/17/2006 13:30,langley (canada),bc,ca,disk,3,3 seconds,Saucer shape&#44 quickly north wests direction over langley BC,7/4/2012,49.1,-122.65
57598,7/17/2006 23:30,abbotsford (canada),bc,ca,egg,120,2 min.,Two egg shaped&#44 Lighted&#44 super fast moving&#44 vibrating objects traviling north one behind the other.,10/30/2006,45.433333,-72.883333
57790,7/18/2003 23:15,terrace (canada),bc,ca,light,50,50 seconds plus,HBCCUFO CANADIAN REPORT:  High altitude object of white-grayish color.,7/23/2003,54.5,-128.583333
57889,7/18/2010 01:00,victoria (canada),bc,ca,changing,900,15 mins,Orange lights in Victoria&#44 BC&#44 Canada.,7/19/2010,46.216667,-63.483332999999995
58032,7/19/2003 22:30,creston (canada),bc,ca,light,180,2 to 3 min.,single bright light.no sound&#44very fast,7/23/2003,49.1,-116.516667
58210,7/20/1978 21:00,campbell river (canada),bc,ca,,10,10 seconds,Two bright lites hovering approximately 30&#44000 feet&#44they almost collided then flew off in opposite directions.,12/2/2000,50.016667,-125.25
58307,7/20/2002 02:00,vancouver (canada),bc,ca,triangle,1800,25-30 minutes,Triangle spoted high up from a park at 2:00 am pacific.,7/30/2002,49.25,-123.13333300000001
58547,7/21/2002 14:00,kitimat (canada),bc,ca,disk,2,seconds,There is allot of detail on this saucer shaped object.,7/30/2002,54,-128.7
58636,7/21/2009 04:00,vancouver (canada),bc,ca,circle,600,10 min,large bright object about 5 times thhe size of other stars in the sky. only through binoculars the 8 dull objects are noticed tailing.,8/5/2009,49.25,-123.13333300000001
58767,7/2/2001 20:10,victoria (canada),bc,ca,sphere,5,5 sec.,white&#44hazy&#44circular&#44looked too large and fast to be a satelite&#44appeared indistinct even through binocculars,8/5/2001,46.216667,-63.483332999999995
58800,7/2/2004 23:30,sicamous (canada),bc,ca,light,900,15 min,We witnessed a red light that changed to a white light and then disappeared.,7/25/2004,50.833333,-119.0
58963,7/22/1997 23:42,kelowna (canada),bc,ca,formation,180,3 min,Saw 3 orange discs&#44 each with red halo&#39s in a triangle formation. Flew over making no noise roughly 65 kilometer&#39s an hour. (200 ft. ab,12/2/2000,49.9,-119.483333
59003,7/22/2003 01:05,prince rupert (canada),bc,ca,light,300,approx: 5 minues,HBCCUFO CANADIAN REPORT:  Bright Flash and two lights noticed.,7/23/2003,54.316667,-130.333333
59022,7/22/2005 16:00,gibsons (canada),bc,ca,disk,20,20 seconds,5:20 pm&#44 Gibsons BC&#44 a silver suacer shaped craft heading north east.,9/2/2005,49.4,-123.5
59147,7/23/1998 20:00,nanaimo (canada),bc,ca,cigar,30,30 seconds,small cigar shaped craft&#44 slowly moved across the sky.,12/2/2000,49.15,-123.91666699999999
59414,7/24/2003 23:45,terrace (canada),bc,ca,oval,60,60 seconds,HBCCUFO CANADIAN REPORT:  Glowing/oblong shaped object moving slowly along side highway.,8/1/2003,54.5,-128.583333
59415,7/24/2003 23:50,vernon (canada),bc,ca,triangle,300,5minutes,bright light goes across the sky,8/1/2003,46.183333,-62.88333299999999
59416,7/24/2003 24:00,port renfrew (canada),bc,ca,formation,300,5 min,row of many big and small lights,10/7/2003,48.55,-124.41666699999999
59457,7/24/2008 19:30,port moody (canada),bc,ca,rectangle,40,40 seconds,Moving at speed of jet aircraft approaching YVR but wrong shape&#44 to rectangular to be blimp&#44to fast to be towed banner,8/12/2008,49.283333,-122.85
59505,7/24/2010 21:00,vancouver (canada),bc,ca,light,600,10 minutes,Lights over north shore mountains in Vancouver,7/28/2010,49.25,-123.13333300000001
59554,7/24/2013 23:00,burnaby (canada),bc,ca,flash,120,2 minutes,A flash light across the sky every night at 11:00pm to 11:30pm.,8/30/2013,49.25,-122.95
59650,7/25/2003 20:30,enderby (canada),bc,ca,cylinder,300,5 minutes,HBCCUFO CANADIAN REPORT:  shiny&#44 bright cyl. shape&#44 stationary high in the sky&#44 &quot;broke apart&quot;&#44 split into 2 exact same size pieces,8/1/2003,50.55,-119.13333300000001
59653,7/25/2003 22:30,duncan (canada),bc,ca,unknown,20,20 seconds,HBCCUFO CANADIAN REPORT:  zig zagging object.,8/28/2003,48.783333,-123.7
59667,7/25/2004 22:55,abbotsford (canada),bc,ca,light,300,2-5 minutes,I saw a light towards me that suddenly went the opposite direction&#44 and fast. A plane would have had to turn around,8/11/2004,45.433333,-72.883333
59668,7/25/2004 23:30,terrace (canada),bc,ca,triangle,3600,1 hour,Red and Blue lights shone at us&#44 huge flashing&#44 alot of strange movement.,8/11/2004,54.5,-128.583333
59676,7/25/2005 22:30,vancouver (canada),bc,ca,formation,1380,23:00,I  WENT WITH MY WIFE  TO TAKE PICTURES OF VANCOUVER AT NIGHT I DID NOT NOTICE ANYTHING ANUSUAL  I START TAKING PIC AT 22:30:50  AND DID,9/2/2005,49.25,-123.13333300000001
59720,7/25/2008 22:00,vernon (canada),bc,ca,cylinder,1200,20 minutes,upright multi-colored flashing upright cylinder,1/10/2009,46.183333,-62.88333299999999
59857,7/26/1999 15:00,surrey (canada),bc,ca,sphere,150,2.5 minutes,Sphere passess over apears then disapears,5/4/2004,49.13635335,-122.8213433
59894,7/26/2003 00:30,cranbrook (canada),bc,ca,light,120,approx: 1 1/2 min,HBCCUFO CANADIAN REPORT:  I should have reported a month ago. My husband (names deleted by HBCC UFO) and I saw a bright white light,8/28/2003,49.516667,-115.766667
59895,7/26/2003 00:50,wardner (canada),bc,ca,light,5,5 seconds,HBCCUFO CANADIAN REPORT:  Light as being colored and round in shape.,8/28/2003,49.416667,-115.4
59896,7/26/2003 01:20,wasa (canada),bc,ca,light,45,45 seconds,HBCCUFO CANADIAN REPORT:  Large white light changes orange.,8/28/2003,49.766667,-115.71666699999999
59897,7/26/2003 01:58,terrace (canada),bc,ca,light,3,3 seconds,HBCCUFO CANADIAN REPORT:  Greyish-white colored object  changing direction.,8/1/2003,54.5,-128.583333
60060,7/27/1998 13:00,kamloops (canada),bc,ca,circle,300,five minutes,A  saucer like object appeared in the sky&#44 but my video camera shut down and stopped working.,12/9/2003,50.666667,-120.33333300000001
60083,7/27/2001 02:00,castlegar (canada),bc,ca,light,15,15 seconds,HBCCUFO CANADIAN REPORT:  The object seemed to stop about halfway across the open sky.,3/17/2004,49.316667,-117.66666699999999
60103,7/27/2003 01:30,kimberly (canada),bc,ca,light,180,2 to 3 minutes,HBCCUFO CANADIAN REPORT:  Another witness comes forward (Bright white light).,8/28/2003,49.683333,-115.983333
60104,7/27/2003 02:00,vernon (canada),bc,ca,disk,1200,approx; 20 minutes,HBCCUFO CANADIAN REPORT:  An object was cut into six section.,8/28/2003,46.183333,-62.88333299999999
60105,7/27/2003 02:30,cranbrook (canada),bc,ca,unknown,6,5 to 6 seconds,HBCCUFO CANADIAN REPORT:  A very bright and silver/white in color object.,9/24/2003,49.516667,-115.766667
60106,7/27/2003 04:00,kimberly (st. mary&#39s lake) (canada),bc,ca,light,120,1-2 minutes,Telephoned Report:  A husband and wife&#44 camped with their children near St. Mary&#39s Lake&#44 approximately 12 miles east of Kimberly&#44 B.C.&#44,8/1/2003,49.683333,-115.983333
60118,7/27/2003 23:17,terrace (canada),bc,ca,light,8,approx: 8 seconds,HBCCUFO CANADIAN REPORT:  Object +- 1.5 to 2 km up&#44 travelled across the sky slowly,8/1/2003,54.5,-128.583333
60119,7/27/2003 23:30,houston (canada),bc,ca,light,3,3 seconds,HBCCUFO CANADIAN REPORT:  Bright light 3 times larger than Venus,8/1/2003,54.4,-126.65
60133,7/27/2005 08:45,victoria (canada),bc,ca,fireball,900,15 min,It was 8:45am and I was driving along May street towards Dallas Road.  I notice a light directly in front of my vehicle and my first th,9/2/2005,46.216667,-63.483332999999995
60148,7/27/2006 23:40,west vancouver (canada),bc,ca,disk,60,1 minute?,A flying disk with very bright lights in Vancouver&#44 B.C. Canada,10/30/2006,49.25,-123.13333300000001
60212,7/27/2011 00:30,kamloops (canada),bc,ca,other,600,10 minutes,There was a round light in the sky&#33 Above Kamloops.,8/30/2013,50.666667,-120.33333300000001
60283,7/27/2013 22:30,prince george (canada),bc,ca,sphere,30,30 seconds,Shere like orange light flew overhead and away quickly.,8/30/2013,53.916667,-122.766667
60341,7/28/2001 23:00,port alberni (canada),bc,ca,changing,10,10 seconds,Approximately 23:00 July 28 Great Central Lake&#44 my son and I watched an object that at first we thought was a satellite&#44 turn extremely,8/20/2001,49.233333,-124.8
60358,7/28/2003 00:00,vernon (canada),bc,ca,other,2700,approx; 45 minutes,HBCCUFO CANADIAN REPORT:  Beam of light running across the night sky.,4/27/2004,46.183333,-62.88333299999999
60401,7/28/2006 22:00,surrey (canada),bc,ca,light,10,hours,bright white later yellow and blue light hovering over Fraser River for several hours from Surrey&#44 Canada,10/30/2006,49.13635335,-122.8213433
60431,7/28/2009 09:30,summerland (canada),bc,ca,oval,2700,45 min,Transforming cloud,8/27/2009,49.6,-119.66666699999999
60515,7/28/2013 22:40,langley (canada),bc,ca,triangle,20,20 seconds,A triangular shaped craft appeared in the night sky.,8/30/2013,49.1,-122.65
60553,7/29/2002 22:30,terrace (canada),bc,ca,fireball,20,20seconds,fireball in sky pacific northwest july 29 02,8/16/2002,54.5,-128.583333
60555,7/29/2002 22:50,sayward (canada),bc,ca,,2,seconds,Six witnesses from British Columbia emergency services witness a peculiar&#44 apparently controlled object&#44 fly low over nearby mountains.,2/25/2003,50.35,-125.91666699999999
60556,7/29/2002 22:50,sayward (canada),bc,ca,other,4,3-4 seconds,Very strange&#44 6 people in a about a kilometer apart saw the same thing,8/16/2002,50.35,-125.91666699999999
60585,7/29/2005 21:00,sidney (canada),bc,ca,,5,5 seconds,Heard extreme loud noise&#44 but didn&#39t see anything.,10/11/2005,46.15,-60.166667000000004
60851,7/30/2007 21:45,port coquitlam (canada),bc,ca,light,40,30-40 seconds,Large bright light hovering over surrey viewed from port coquitlam.,8/7/2007,49.266667,-122.78333300000001
61028,7/31/2003 01:00,westbank (canada),bc,ca,flash,2,2 seconds ?,HBCCUFO CANADIAN REPORT:  It flashed as bright as a flash of lightening.,9/9/2003,49.84,-119.61
61029,7/31/2003 01:30,kelowna (canada),bc,ca,other,1800,approx: 30 min.,HBCCUFO CANADIAN REPORT:  Missing Time In Kelowna&#44 British Columbia,8/28/2003,49.9,-119.483333
61037,7/31/2003 23:30,houston (canada),bc,ca,light,4,approx: 4 sec.,HBCCUFO CANADIAN REPORT:  Object it zig zagged and disappeared.,8/4/2003,54.4,-126.65
61038,7/31/2003 23:35,houston (canada),bc,ca,light,2,few seconds,HBCCUFO CANADIAN REPORT:  Bright white light zig zagged low in the night sky.,8/4/2003,54.4,-126.65
61072,7/31/2006 04:00,kelowna (canada),bc,ca,sphere,3600,1hour,bright light seen over black mountain before crop circle reported,12/7/2006,49.9,-119.483333
61214,7/3/1995 22:00,penticton (canada),bc,ca,light,300,5 minutes,Darting lights high over Penticton BC,11/28/2007,49.5,-119.58333300000001
61227,7/3/1998 00:30,campbell river (vancouver island) (canada),bc,ca,triangle,5,3-5 seconds,It had 3 points of light forming a triangle. There were 2 more lights side by side near the center and front within the triangle shape.,12/2/2000,50.016667,-125.25
61391,7/3/2010 22:35,trail (canada),bc,ca,light,180,3 minutes,Light leading another.  ((NUFORC Note:  International Space Station over flight&#44 followed by Russian re-supply capsule.  PD)),7/6/2010,49.1,-117.71666699999999
62591,7/4/2013 14:00,salmon arm (canada),bc,ca,other,20,20 seconds,Bird like object travels silently in a too fast perfectly straight line until out of view.,7/5/2013,50.7,-119.28333300000001
62905,7/5/2007 22:30,parksville (canada),bc,ca,light,600,5 - 10 min,The light was brighter than anything I&#39ve ever seen in the sky &amp; hovered in one place.,8/7/2007,49.3,-124.316667
63184,7/6/2007 22:30,vancouver (canada),bc,ca,other,6,6 seconds,Stationary star that then moved and shot off into space&#44 leaving light trail behind that followed&#44 incredible speed.,7/4/2012,49.25,-123.13333300000001
63451,7/7/2001 04:20,vancouver (canada),bc,ca,circle,7,7 seconds,Fireball Over Vancouver BC&#44 Pacific Northwest.,8/5/2001,49.25,-123.13333300000001
63733,7/8/2002 21:15,chilliwack (canada),bc,ca,triangle,3600,approx 1 hour,The crafts were quiet&#44 fast&#44 hovering and illuminated by several lights lining them.,7/26/2002,49.166667,-121.95
63750,7/8/2003 23:50,nanaimo (canada),bc,ca,sphere,180,3 minutes,(UFO) Hazy orange coloured orb hovering over a small lake in British Columbia&#44 Canada,7/16/2003,49.15,-123.91666699999999
63876,7/8/2013 21:00,chilliwack (canada),bc,ca,light,7,0:07,I saw something thats just too unordinary hard to explain and i want answers ???,7/14/2013,49.166667,-121.95
63908,7/9/1999 18:04,vancouver (canada),bc,ca,cross,20,20 s,Object appeared to be very bright&#44 very large and very distant.,12/2/2000,49.25,-123.13333300000001
64030,7/9/2010 00:00,kamloops (canada),bc,ca,light,20,20 seconds,Bright light changing direction on craft then disapering into the sky &#33&#33&#33,7/19/2010,50.666667,-120.33333300000001
64319,8/10/2007 22:40,burnaby (canada),bc,ca,light,120,2 min,Soundless zig-zagging bright white light seen by two adults.,8/14/2007,49.25,-122.95
64404,8/10/2012 23:10,white rock (canada),bc,ca,fireball,3,3 x 20-30 sec./each,A fireball&#44 no noise&#44 appeared then faded into nowhere three times&#44 twice over the same path.,8/19/2012,49.033333,-122.816667
64453,8/10/2013 23:00,vernon (canada),bc,ca,other,3600,1 hour,Multiple lights of red&#44 green&#44 blue and white blinking and hovering in the sky.,8/30/2013,46.183333,-62.88333299999999
64457,8/10/2013 23:45,salmo (canada),bc,ca,sphere,300,3-5 minutes,Over a large music festival we spotted a circular object changing direction and speed&#44 hovering and then disappear vertically.,8/30/2013,49.2,-117.28333300000001
64528,8/11/2003 18:20,new westminster (canada),bc,ca,disk,180,3 minutes,HBCCUFO CANADIAN REPORT:  UFO sighting and video taped,9/24/2003,49.216667,-122.91666699999999
64529,8/11/2003 18:30,new westminster (canada),bc,ca,disk,240,3-4 min,a disk black on one side&#44bright red on the other,8/28/2003,49.216667,-122.91666699999999
64530,8/11/2003 18:30,new westminster (canada),bc,ca,disk,300,5 min,disk,8/28/2003,49.216667,-122.91666699999999
64531,8/11/2003 19:20,new westminster (canada),bc,ca,cylinder,420,7 mins.,disc   8 secs. shiney,8/28/2003,49.216667,-122.91666699999999
64538,8/11/2004 17:50,langley (canada),bc,ca,cigar,120,2 mins.,Cigar shaped object moving very quickly in an almost fluid hovering type motion&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33,8/24/2004,49.1,-122.65
65032,8/1/2002 21:25,coquitlam (canada),bc,ca,cylinder,600,10minutes,3 different shaped ufos met in sky&#44they all came from a different direction and stayed there for about 10 minutes spinning and twirling,7/16/2003,49.266667,-122.78333300000001
65052,8/1/2003 22:30,kelowna (canada),bc,ca,light,1200,approx: 20 mins,HBCCUFO CANADIAN REPORT:  Zig Zagging white lights.,8/28/2003,49.9,-119.483333
65085,8/1/2005 22:35,surrey (canada),bc,ca,light,9000,2.5 hours,Two bright lights moving and changing color in the sky&#39s above Vancouver,9/2/2005,49.13635335,-122.8213433
65105,8/1/2007 00:15,vancouver (canada),bc,ca,circle,20,15-20 sec,7-8 object seen,11/28/2007,49.25,-123.13333300000001
65313,8/12/2001 00:00,victoria (canada),bc,ca,formation,600,10 minutes,Group of  Many Ufos  taking formations over nighttime sky.,8/12/2001,46.216667,-63.483332999999995
65314,8/12/2001 00:15,victoria (canada),bc,ca,oval,240,4 minutes,6-7 oval shaped objects witnessed traveling over Victoria British Columbia evening sky.,8/20/2001,46.216667,-63.483332999999995
65355,8/12/2002 23:00,grand forks (canada),bc,ca,circle,6,5-6 seconds,Mysterious BALL OF LIGHT seen in skies above GRAND FORKS B.C.,8/28/2002,49.05,-118.46666699999999
65356,8/12/2002 23:00,new westminster (canada),bc,ca,other,0.5,0.5 secs each sighting,We saw  many streaks of white light that dissapeared quickly. They didn&#39t all apear at the same time though.,8/16/2002,49.216667,-122.91666699999999
65400,8/12/2005 13:00,kelowna (canada),bc,ca,other,180,3 mins,Landing into mountain,2/1/2007,49.9,-119.483333
65528,8/12/2011 22:00,kelowna (canada),bc,ca,light,5400,1.5 hours,Flashing colored lights in the north and western skies.  ((NUFORC Note:  Twinkling star??  PD)),8/21/2011,49.9,-119.483333
65593,8/12/2013 23:00,fort nelson (canada),bc,ca,unknown,120.0,2 minutes,Low&#44 slow&#44 silent craft lights in diamond shape 3 bright white 1 bright red no flashing seen at night,8/30/2013,58.816667,-122.53333300000001
65654,8/13/2002 03:00,fernie (canada),bc,ca,triangle,40.0,40seconds,CANADA: 3 faint points of light resembling stars and forming a triangle,8/16/2002,49.5,-115.066667
65670,8/13/2003 00:05,houston (canada),bc,ca,other,300.0,4 to 5 minutes,HBCCUFO CANADIAN REPORT:  Cloud starting to form very quickly.,8/28/2003,54.4,-126.65
65866,8/13/2013 23:00,kamloops (canada),bc,ca,light,60.0,60 seconds,Two &quot;satellites&quot; observed with identical trajectory/speed - similar to ISS observation account on Aug 8/2013 C2C episode.,8/30/2013,50.666667,-120.33333300000001
65989,8/14/2007 16:00,vancouver (canada),bc,ca,other,60.0,1 min,flying&#44 stringy&#44 orb&#44 brain shaped object,7/19/2010,49.25,-123.13333300000001
66104,8/14/2012 23:00,kelowna (canada),bc,ca,circle,120.0,2 minutes,At 11pm tonight I witnessed a bright light that I thought at first was a star travel from west to east at a very high rate of speed.At,8/19/2012,49.9,-119.483333
66343,8/15/1987 14:00,prince george (canada),bc,ca,cylinder,120.0,2 minutes,Unusual object spotted above lake.,3/4/2003,53.916667000000004,-122.766667
66413,8/15/1995 20:00,victoria (canada),bc,ca,changing,15.0,10-15 seconds,4 lights turned into 6&#44 then turned into V-shape and took off.,9/4/2003,46.216667,-63.483332999999995
66434,8/15/1996 21:00,kelowna (canada),bc,ca,egg,120.0,2 minutes,Large&#44 bright  two egg-shapped orbs attached together forming oval/circular shape.,7/23/2000,49.9,-119.483333
66480,8/15/1999 00:00,kelowna (canada),bc,ca,oval,480.0,8 minutes,Purple Glow&#44 Oval Black Shiny Metal,6/20/2005,49.9,-119.483333
66531,8/15/2000 03:00,victoria (canada),bc,ca,other,600.0,10 minutes,HBCCUFO CANADIAN REPORT:  City bus size flying tube.,7/23/2003,46.216667,-63.483332999999995
66565,8/15/2001 19:29,prince george (canada),bc,ca,disk,60.0,1 minute,A little disc zoomed out of the bushes and right over my vehicle,5/14/2002,53.916667000000004,-122.766667
66613,8/15/2003 12:15,kelowna (canada),bc,ca,light,900.0,15 min,On Friday August 15 just after noon I was laying on my yoga mat in my back yard when I noticed a very tiny luminescent object that was,8/28/2003,49.9,-119.483333
66636,8/15/2004 03:30,abbotsford (canada),bc,ca,unknown,1800.0,30 minutes,Three lights in formation soon followed by single light,5/24/2005,45.433333000000005,-72.883333
66645,8/15/2004 20:00,north vancouver (canada),bc,ca,triangle,420.0,7min,I am 10. I was with my mom when I looked up to see 3 stars I was looking at were  gone. Around them was three &quot;stars&quot; In a purfect dist,2/8/2005,49.316666999999995,-123.066667
66653,8/15/2004 23:00,penticton (canada),bc,ca,light,5.0,5 sec,bright light,8/24/2004,49.5,-119.58333300000001
66667,8/15/2005 17:25,port alberni (kennedy lake) (canada),bc,ca,sphere,1200.0,20 minutes,UFO Port Alberni valley early august,12/16/2005,49.233333,-124.8
66757,8/15/2009 19:00,revelstoke (canada),bc,ca,disk,10.0,10 sec,Check out that helicopter&#44 that ain&#39t no chopper.,10/10/2011,51.0,-118.183333
66797,8/15/2010 23:00,salmon arm (canada),bc,ca,circle,120.0,2 minutes,Large&#44 Bright blinking light vanished from sky,8/24/2010,50.7,-119.28333300000001
66932,8/16/2001 23:59,port alberni (canada),bc,ca,light,4.0,3-4 seconds,Bright white light rose from behind mountain &#44 zig zagged and then dissapeared into space.,8/20/2001,49.233333,-124.8
67049,8/16/2011 01:00,vancouver (canada),bc,ca,light,600.0,10 mins,Fast brigt light makes 90 degree turn slows down then vannishes,10/10/2011,49.25,-123.13333300000001
67203,8/17/2003 23:45,vancouver (canada),bc,ca,unknown,120.0,approx: 2 min.,HBCCUFO CANADIAN REPORT:  We were treated to a fantastic dance by numerous &quot;objects&quot;.,8/28/2003,49.25,-123.13333300000001
67315,8/17/2012 22:02,kelowna (canada),bc,ca,light,180.0,3 minutes,Single light passing quickly overhead lasting only 3min then slowing down and disappearing,8/19/2012,49.9,-119.483333
67354,8/17/2013 24:00,abbotsford (canada),bc,ca,diamond,0.02,.02 seconds,Maybe 60&#39 from deck Camera&#44left to right turns&#44 east to west then south in a hard left trun then a right turn south.,9/9/2013,45.433333000000005,-72.883333
67429,8/18/2003 11:15,penticton (canada),bc,ca,other,4.0,4 seconds,HBCCUFO CANADIAN REPORT:  Sphere in shape&#44 metallic silver in color.,8/28/2003,49.5,-119.58333300000001
67437,8/18/2004 02:30,kelowna (canada),bc,ca,triangle,120.0,2 minutes,Triangular UFO witnessed over Kelowna B.C.,8/24/2004,49.9,-119.483333
67440,8/18/2004 20:30,nanaimo (canada),bc,ca,sphere,10.0,10 seconds,Abnormal movement of airborn object.  Assumed satellite- but low height&#44 high speed&#44 unusual path of travel,8/24/2004,49.15,-123.91666699999999
67614,8/19/1969 23:00,duncan (canada),bc,ca,cylinder,1200.0,15 to 20 minutes,A group of people sighted an &quot;object&quot; that hovered for some 15 minutes&#44 it pulsated red to mauve.,4/16/2005,48.783333,-123.7
67660,8/19/2001 22:15,victoria (canada),bc,ca,light,30.0,30 seconds,4 points of light not quite as bright as the stars accelerated across the sky in a south east direction in a triangle formation. Disapp,8/20/2001,46.216667,-63.483332999999995
67865,8/19/2013 21:30,vancouver (canada),bc,ca,light,60.0,1 minute,Looked and moved like a satellite&#44 but disappeared.,9/9/2013,49.25,-123.13333300000001
68061,8/20/2004 22:12,langley (canada),bc,ca,light,300.0,5min.,3 satellite appearing objects travelling over Langley on two separate nights in triangle formation from north to south.,8/24/2004,49.1,-122.65
68236,8/21/1961 11:40,kelowna (canada),bc,ca,changing,20.0,10-20 seconds,((HOAX??))  Reddish orange pulsating star.,2/27/2014,49.9,-119.483333
68260,8/21/1999 12:00,surrey (canada),bc,ca,sphere,300.0,about 5 minutes,Silvery sphere buzzes jet aircraft&#44 suddenly stops and hovers,12/2/2000,49.13635335,-122.8213433
68286,8/21/2002 02:29,kamloops (canada),bc,ca,triangle,10.0,10 seconds,We woke up in at 2:30  am about there and heard this noise and lights orange and white.  It was heading North and was hovering about 10,8/28/2002,50.666667,-120.33333300000001
68479,8/21/2012 22:00,yahk (canada),bc,ca,flash,1800.0,30 minutes,Bright flashing lights near Idaho/British Columbia border.,9/24/2012,49.083333,-116.1
68564,8/2/2003 00:15,houston (canada),bc,ca,light,3.0,approx: 3 seconds,HBCCUFO CANADIAN REPORT:  Another Zig Zagging Light Light.,8/28/2003,54.4,-126.65
68758,8/22/1999 20:30,cranbrook (canada),bc,ca,light,180.0,3minutes,I saw 2 bright lights at sunset.One remained stationary while the other moved to the southwest.The one that stayed tripled in size then,12/2/2000,49.516667,-115.766667
68803,8/22/2003 23:20,vancouver (canada),bc,ca,flash,1.0,1 second,A bright moon shaped object with an emerald green tail moved across the horizen in a split second,10/31/2003,49.25,-123.13333300000001
68817,8/22/2004 22:00,victoria (canada),bc,ca,rectangle,60.0,1 minute,slow moving rectangle lifts away from hover position and vanishes in a flash,8/24/2004,46.216667,-63.483332999999995
68851,8/22/2007 23:00,vancouver (canada),bc,ca,formation,3600.0,1 hour,Counted 50 moving star-ships in skies over Vancouver BC with some in formation and others moving across sky.,10/8/2007,49.25,-123.13333300000001
68970,8/23/1997 21:00,victoria (saxe point) (canada),bc,ca,oval,900.0,15 min,It hovered for a long time and then streaked across the sky where it disapeared ina flash.,3/2/2004,46.216667,-63.483332999999995
68971,8/23/1997 21:40,surrey (canada),bc,ca,oval,420.0,6-7min,it was turquoise&#44 oval&#44 it went across the sky at amazing speeds then disappeared in the blink of an eye with a flash.,10/12/2001,49.13635335,-122.8213433
68976,8/23/1999 04:15,ashcroft (canada),bc,ca,oval,60.0,less than 1min,In eastern sky flaiming whit sparks low over mts.flat torgectry,12/2/2000,50.716667,-121.266667
69041,8/23/2006 01:00,victoria (canada),bc,ca,light,20.0,20 seconds,was much faster than a satilte and had no flashing lights as a plane,10/30/2006,46.216667,-63.483332999999995
69203,8/24/1999 23:15,vancouver (canada),bc,ca,unknown,2100.0,35 min,I noticed what I thought was a star shining way too brightly. I called my wife to have a look and she confirmed that it was no star. Th,12/2/2000,49.25,-123.13333300000001
69207,8/24/2001 18:05,burnaby (canada),bc,ca,oval,1800.0,30 minutues,On Friday evening&#44 August 24th 2001&#44 after shopping in Metrotown area of Burnaby British Columbia Canada&#44 my husband and I were heading,10/12/2001,49.25,-122.95
69227,8/24/2002 23:50,vancouver (canada),bc,ca,disk,3600.0,over 1 hr,UFO sighting Sat Aug 24/02 in Vancouver&#44 Canada,8/28/2002,49.25,-123.13333300000001
69247,8/24/2003 16:00,chilliwack (canada),bc,ca,fireball,5.0,5 sec,Brilliant blue metallic object streaks from sky at steep angle&#44 hit the ground.,8/28/2003,49.166667,-121.95
69253,8/24/2003 22:02,terrace (canada),bc,ca,light,8.0,8 seconds,HBCCUFO CANADIAN REPORT:  White colored object traveling from the northwest to the southeast,8/28/2003,54.5,-128.583333
69505,8/25/2002 04:30,terrace (canada),bc,ca,,90.0,90 seconds,HBCCUFO CANADIAN REPORT:  Man hears very loud&#44 strange sound from a seemingly &quot;empty&quot; morning sky.,8/1/2003,54.5,-128.583333
69574,8/25/2008 21:45,penticton (canada),bc,ca,sphere,1800.0,30 mins +,was eirie,10/31/2008,49.5,-119.58333300000001
69760,8/26/2003 21:08,terrace (canada),bc,ca,flash,5.0,approx: 5 seconds,HBCCUFO CANADIAN REPORT:  A flash&#44 then I watched a white colored light.,8/28/2003,54.5,-128.583333
69766,8/26/2003 23:05,kimberley (canada),bc,ca,flash,120.0,2 1/2 min.,HBCCUFO CANADIAN REPORT:  Object and it reminded her of a laser light.,8/28/2003,49.683333000000005,-115.983333
69769,8/26/2003 23:30,vancouver (canada),bc,ca,unknown,600.0,half an hour,Object in sky illumated by clouds circled the sky over and over again in a small set area.,8/28/2003,49.25,-123.13333300000001
69770,8/26/2003 23:50,vancouver (canada),bc,ca,unknown,2100.0,35 minutes,HBCCUFO CANADIAN REPORT:  This light that shone through and it kept doing this tiny orbit.,8/28/2003,49.25,-123.13333300000001
69953,8/27/2003 21:20,terrace (canada),bc,ca,unknown,4.0,approx: 4 seconds,HBCCUFO CANADIAN REPORT:  Unusual craft followed by a white ball of light.,8/28/2003,54.5,-128.583333
