Date,City,State,Country,Type,Seconds,Duration,Description,Date added,Lat,Lon
8/9/2010 22:00,regina (canada),sk,ca,fireball,40.0,30-40 seconds,Glowing orange object in sky&#44 saw it from directly below&#44 was rounded in shape,8/24/2010,50.45,-104.616667
8/9/2011 21:00,duncan (canada),bc,ca,unknown,600.0,10 min,WEIRD 3 LIGHTS LOW IN SKY LIKE UNDER TREE LINE...LIGHTS SIZE OF HEADLIGHTS...3 THEN 2 THEN 3 THEN 1 TRIANGULAR IN SHAPE...LIVED HERE 15,8/21/2011,48.783333,-123.7
8/9/2012 18:30,glace bay (canada),ns,ca,fireball,600.0,10 minutes,Orange Fireball that turned into a large dark round object as it  flew out over the ocean and disappeared,10/30/2012,46.2,-59.966667
8/9/2013 22:00,acton (canada),on,ca,fireball,600.0,10 minutes,Eight lights travelled at seemingly exactly the same distance apart without sound,8/30/2013,43.633333,-80.033333
8/9/2013 22:20,st. thomas (canada),on,ca,fireball,120.0,2 minutes,Sphere like fireball over Saint Thomas On. Canada,8/30/2013,42.783333,-81.18333299999999
8/9/2013 22:30,tyrone (canada),on,ca,circle,600.0,10 minutes,2 orange circles moving in perfect sync.,8/30/2013,44.016667,-78.716667
8/9/2013 23:00,guelph (canada),on,ca,circle,120.0,2 minutes,A  large&#44 round&#44 bright red/orange object drifted across the sky over Guelph&#44 Canada&#44 at 11:00 p.m. on August 9&#44 2013.,8/30/2013,43.55,-80.25
9/10/1969 20:30,chatham (canada),on,ca,disk,600.0,8-10 mins,The saucer was black&#44dome top&#4425-30ft.in diam.8-10ft.high&#44flat bottom&#44what caught are eye was the white beam shining up into the sky .,10/30/2006,42.4,-82.18333299999999
9/10/1995 21:12,quebec (canada),pq,ca,light,960.0,16 mins,fast white light decelerating to a complete stop and taking off again at a very slow pace&#44then shutdown.,12/2/2000,46.8,-71.25
9/10/1999 22:40,toronto (canada),on,ca,light,1385.0,23:05,peter on fri. sept 10 at exactly 9:50pm while outside looking to the south i observed what appeared to be a formation of spot lights ru,12/2/2000,43.666667,-79.416667
9/10/2000 23:00,london (canada),on,ca,fireball,300.0,5 minutes,very distant slow moving fireball,12/2/2000,42.983333,-81.25
9/10/2001 21:00,stoney creek (canada),on,ca,triangle,6.0,4 - 6 sec,Witnessed  at close range overhead  triangular- shaped craft with dome like amber lighting slowly and silently passing.,7/26/2002,43.216667,-79.75
9/10/2003 20:50,barriere (canada),bc,ca,light,30.0,approx: 30 seconds,HBCCUFO CANADIAN REPORT:  Object chased by military helicopters.,9/12/2003,47.5,-76.7
9/10/2003 20:50,barriere (canada),bc,ca,light,5.0,5 seconds,HBCCUFO CANADIAN REPORT:  A bright white light/object flying low over top of the witnesses followed by two military helicopters.,9/24/2003,47.5,-76.7
9/10/2003 21:50,calgary (canada),ab,ca,triangle,5.0,4 to 5 seconds,Three bright lights moving in a triangle formation in a low altitude,9/12/2003,51.083333,-114.08333300000001
9/10/2004 01:00,halifax (canada),ns,ca,other,420.0,5 to 7 minutes,Bright morphing light disk thing&#8230; ((NUFORC Note:  Possibly not a serious report?  PD)),8/7/2007,44.65,-63.6
9/10/2004 22:00,london (canada),on,ca,triangle,30.0,approx. 30 sec.,Triangular shaped object flying quite fast accross evening sky  ((NUFORC Note:  Low-flying aircraft??  PD)),9/29/2004,42.983333,-81.25
9/10/2005 00:35,toronto (canada),on,ca,circle,20.0,20 seconds,circular object&#44 glowing dim whitish yellow passes over toronto sky.,10/11/2005,43.666667,-79.416667
9/10/2006 23:50,cherry grove (canada),ab,ca,triangle,3600.0,30-60mins+,Sighting in Canada: Rural Area,3/19/2009,54.355,-110.08
9/10/2008 23:00,tulameen (over mountain range; near) (canada),bc,ca,flash,3600.0,1 hour,Red&#44 white&#44 green and white blinking - one was situated over a hill/mountain and didn&#39t move for an hour; another shoot around the sky.,10/31/2008,49.55,-120.75
9/10/2011 21:30,millbrook (canada),on,ca,circle,600.0,10 min,approximately 20 orange circles heading from west to east &amp; then going up &amp; disappearing,10/10/2011,44.15,-78.45
9/10/2011 23:30,chilliwack (canada),bc,ca,unknown,15.0,15 seconds,Saw something that moved too fast to be either a plane or a satellite and made an impossible right turn then vanished.,12/20/2012,49.166667,-121.95
9/10/2011 23:30,oakville (canada),on,ca,circle,2700.0,45 mins,3 red lights. hovering in sky&#44,10/10/2011,43.433333000000005,-79.666667
9/10/2012 01:05,niagara falls (canada),on,ca,sphere,120.0,1-2 minutes,Bright orange/red object gliding in the sky,9/24/2012,43.1,-79.05
9/10/2013 23:00,edmonton (canada),ab,ca,unknown,15.0,15 seconds,Blue streak in night sky,9/30/2013,53.55,-113.5
9/11/2002 22:47,hamilton (canada),on,ca,formation,8.0,6 - 8 seconds,I was sitting in my hot tub looking up into an unusually clear night (nights this clear are rare in Hamilton during the summer due to h,9/13/2002,43.25,-79.833333
9/11/2004 03:00,london (canada),on,ca,flash,7200.0,2 hours,bright light hovering above trees&#44 moving in short  jerky movements&#44 with a strange high pitched sound.,9/29/2004,42.983333,-81.25
9/11/2005 22:00,toronto (canada),on,ca,light,10.0,10 seconds,Sometime between 21:30 and 22:30.. Along with 2 guests&#44 looking northward from an apartment balcony in southern toronto&#44 we noticed an,10/11/2005,43.666667,-79.416667
9/11/2007 00:10,vancouver (canada),bc,ca,formation,300.0,5 minutes,4  bluish-white lights flying in fomation at very high altitude,10/8/2007,49.25,-123.13333300000001
9/11/2007 21:45,moberly lake (canada),bc,ca,light,3.0,3sec,I know eactly by the stars where it first appeared and when we lost sight of it&#44 It did not last very long at all.,10/8/2007,55.833332999999996,-121.733333
9/11/2012 10:14,scarborough (canada),on,ca,oval,240.0,4 minutes,Slow Moving Daytime Oval Object with flashing white lights.,9/24/2012,43.75,-79.2
9/11/2012 10:15,scarborough (canada),on,ca,flash,60.0,1 minute,A slow moving bright flashing light which appeared to be triangular in shape of sorts,9/24/2012,43.75,-79.2
9/11/2012 20:40,st. catharines (canada),on,ca,egg,7200.0,2+ hours,Several objects seen moving over north shores of Lake Ontario&#44 over a 2 hour period.,9/24/2012,43.166667,-79.233333
9/11/2012 21:45,hornepayne (canada),on,ca,flash,1800.0,30 minutes,Flash of light every 4 mins in east southeastern  sky 1/3 way up from horizon,9/24/2012,49.216667,-84.783333
9/1/1974 16:00,elmira (canada),on,ca,triangle,300.0,4 to 5 minutes,it made no sound as the silver/grey craft slowly moved across the partly cloudy summer day sky,2/18/2001,46.433333000000005,-62.066667
9/1/1976 20:00,burlington (canada),on,ca,unknown,600.0,10 minutes,Massive array of lights roughly 60 feet in the air pass directly overhead&#44 at low speed&#44 totally silent.,4/18/2012,43.316666999999995,-79.8
9/1/1991 11:00,kelowna (canada),bc,ca,unknown,3600.0,approx 1 hour,My husband and I were on a holiday in Kelowna B.C staying on the top floor (5th) at The Queen Anne Hotel in the old section of town. We,6/12/2008,49.9,-119.483333
9/1/2001 22:00,halifax (canada),ns,ca,fireball,2.0,seconds,A bright green fireball in the sky that lasted only seconds.,1/10/2009,44.65,-63.6
9/1/2002 00:15,parry sound (canada),on,ca,triangle,30.0,30 seconds,Triangular shaped object / lights over Parry Sound&#44 Ontario. Sunday Sept 1&#44 2002,9/6/2002,45.333333,-80.033333
9/1/2006 21:00,kamloops (canada),bc,ca,teardrop,3600.0,1 hour,small bright light - low in the North over Kamloops - showing red&#44 blue&#44 green &amp; amber lights - teardrop shaped when using binoculars.,10/30/2006,50.666667,-120.33333300000001
9/1/2006 22:00,gatineau (canada),qc,ca,circle,120.0,2 minutes,UNNEXPLAINED ARC FORMATION IN NIGHT SKY,10/30/2006,45.483333,-75.65
9/1/2007 15:30,toronto (canada),on,ca,sphere,3.0,0:03,Wobbly&#44 spherical&#44 UFO during Toronto Air Show,10/8/2007,43.666667,-79.416667
9/1/2008 23:05,cornwall (canada),on,ca,unknown,120.0,2 minutes,ascending light disappears&#44 reappears,10/31/2008,46.24,-63.21
9/1/2008 23:45,maple (canada),on,ca,light,900.0,15 min,Hi&#44 A few nights ago I witnessed an event that I have never witnessed before.  While standing on the front porch of my home&#44 at approxi,10/31/2008,43.8666667,-79.5
9/1/2010 20:30,rosedale (canada),bc,ca,sphere,360.0,approx 5-6 minutes,Sperical&#44 orange&#44 glowing&#44 no smoke no flames traveling west to northeast,4/18/2012,49.2,-121.74
9/1/2010 21:30,dartmouth (canada),ns,ca,light,120.0,2 minutes,Flashing light over Dartmouth NS Canada,11/21/2010,44.666667,-63.566667
9/1/2010 22:40,airdrie (canada),ab,ca,light,15.0,15 seconds,Bright light moving across the sky over Airdrie&#44 Alberta&#44 Canada.,11/21/2010,51.266667,-114.016667
9/1/2011 22:00,wellington (canada),ns,ca,other,300.0,several hours,Multiple objects- Nightly- Four Week period.  ((NUFORC Note:  We suspect celestial bodies&#44 possibly twinkling stars.  PD)),10/10/2011,46.433333000000005,-64.0
9/1/2012 02:20,saint john (canada),nb,ca,oval,300.0,5 minutes,1 Orange orb over river valley outside Saint John&#44 NB&#44 Canada silent&#44hovering,9/24/2012,45.266667,-66.06666700000001
9/1/2012 21:00,sooke (canada),bc,ca,light,10.0,10 seconds,Bright blue orb.,11/11/2013,48.383333,-123.733333
9/1/2012 22:00,chateauguay (canada),qc,ca,light,300.0,5 minutes,3 orange lights in a triangular shape,9/24/2012,45.383333,-73.75
9/1/2013 03:00,toronto (canada),on,ca,light,240.0,4:00,Bright White Light over eastern Toronto.,9/9/2013,43.666667,-79.416667
9/1/2013 20:00,vernon (canada),bc,ca,,900.0,several hours,Night object with flashing red and green lights over Vernon&#44 B.C. Canada.   ((NUFORC Note:  Twinkling star&#44 we suspect.  PD)),9/9/2013,46.183333000000005,-62.88333299999999
9/1/2013 21:50,ajax (canada),on,ca,triangle,60.0,1 minute,Sighting of triangular object.,9/9/2013,43.85,-79.016667
9/12/1996 23:30,rawdon (canada),pq,ca,oval,1500.0,25 min,green light ovale,8/16/2002,46.033333,-73.7
9/12/2000 23:30,windsor (canada),on,ca,cigar,120.0,2 minutes,September 12&#44 2000 - 11:30 pm - Windsor&#44 Ontario&#44 Canada - glowing cigar-shaped craft spotted over Casino Windsor/Detroit River,12/2/2000,45.583333,-72.0
9/12/2002 01:00,brockville (canada),on,ca,egg,2.0,seconds,Cloaked spacecraft,9/19/2002,44.583333,-75.68333299999999
9/12/2003 20:45,regina (canada),sk,ca,light,15.0,15 seconds,HBCCUFO CANADIAN REPORT:  Approx 30 or so lights or so all in triangular patterns,9/24/2003,50.45,-104.616667
9/12/2003 20:45,regina (canada),sk,ca,triangle,600.0,10 min,approx 30 or so lights or so all in trianguler patterns  with the exeption of 4 or 6 which were moving at high speed by themselves,9/17/2003,50.45,-104.616667
9/12/2003 21:00,vancouver (canada),bc,ca,other,5.0,5 seconds,HBCCUFO CANADIAN REPORT:  I immediately noticed a bright yellow/red round object  in the sky.,10/7/2003,49.25,-123.13333300000001
9/12/2003 21:00,victoria (canada),bc,ca,circle,300.0,5 minutes,The object dropped flaming debris then vanished having changed colour.,9/17/2003,46.216667,-63.483332999999995
9/12/2004 23:10,westlock (canada),ab,ca,triangle,15.0,15 seconds at most,The craft seemed to be darker in color&#44 possibly grey/black&#44 or a charcoal color but stood out from the color of the clear night sky,9/29/2004,54.15,-113.86666699999999
9/12/2009 22:00,calgary (canada),ab,ca,light,90.0,90 seconds,bright light shot upwards in sky,12/12/2009,51.083333,-114.08333300000001
9/12/2012 20:33,burlington (canada),on,ca,other,5.0,5 seconds,Bright white object appeared over Burlington&#44 Ontario.,9/24/2012,43.316666999999995,-79.8
9/12/2012 22:15,alliston (canada),on,ca,disk,3600.0,1.00  hour,Disk shaped object with white/blue lights and halo&#44 near Alliston&#44 Ontario&#44 Canada,9/24/2012,44.15,-79.866667
9/13/1997 22:34,wolfville (canada),ns,ca,formation,600.0,10 minutes,About 5 balls of light flying around a group of lights,12/2/2000,45.083333,-64.366667
9/13/1998 22:00,calgary (canada),ab,ca,circle,20.0,15-20 secs,6 or 7 circular objects flying in triagular formation,10/12/2001,51.083333,-114.08333300000001
9/13/1998 22:00,calgary (canada),ab,ca,formation,60.0,1 minute,red and green circles in a V formation,6/12/2002,51.083333,-114.08333300000001
9/13/2001 06:05,toronto (canada),on,ca,triangle,120.0,2 minutes,It appeared to be triangular in shape with 4 lights - a bright white one at the front&#44 to dimmer white ones on the back corners and a r,10/12/2001,43.666667,-79.416667
9/13/2004 20:00,brossard (canada),qc,ca,light,30.0,30 seconds,I was walking to the bus stop on Rome street at around 8:00PM after night school class. Suddenly&#44 a blueish light sphere in the sky cou,1/19/2005,45.45,-73.483333
9/13/2005 21:45,pierrefonds (canada),qc,ca,light,30.0,30 sec,fast moving strobe light over montreal moving east made a stop and 90&#186; turn to the north,9/15/2005,45.466667,-73.883333
9/13/2009 22:30,winnipeg (canada),mb,ca,unknown,7200.0,2 + hours,bright  object  many colors stationary with a little movement,12/12/2009,49.883333,-97.166667
9/13/2013 09:15,winnipeg (canada),,ca,circle,120.0,2 minutes,Bright Yellow lights moving quickly across sky going northeast.  First one then another appeared within a minute of each other&#44 we lost,9/30/2013,49.883333,-97.166667
9/13/2013 22:36,toronto (canada),on,ca,fireball,180.0,3 minutes,Silent&#44 glowing orange ball in the sky flying above downtown Toronto,9/30/2013,43.666667,-79.416667
9/14/1999 06:30,richmond (canada),bc,ca,fireball,600.0,10 minutes,I was driving home from the Vancouver Airport and something had obviously just cut a swath through a cloud at 30 degree angle to the ea,12/2/2000,45.666667,-72.15
9/14/2001 17:30,calgary (canada),ab,ca,circle,300.0,5 min.,Round shiny object with flashing light or revolving in the sunlight crossed behind passenger jet.,10/12/2001,51.083333,-114.08333300000001
9/14/2001 22:00,baie-comeau (85 km n of) (canada),pq,ca,light,1200.0,20 min.,The object&#44 studied through binoculars from about 75 m&#44 was unlike anything that I&#39ve ever seen&#44 heard or read about.,1/11/2002,49.216667,-68.15
9/14/2002 03:00,leduc (canada),ab,ca,triangle,60.0,60 seconds,Nightime Residential low flying black triangle captured on video.,9/19/2002,53.266667000000005,-113.53333300000001
9/14/2003 23:00,richmond hill (canada),on,ca,light,30.0,30 seconds,Saw a distant orange light move through the sky unlike an aeroplane or helicopter,8/7/2007,43.866667,-79.43333299999999
9/14/2004 22:40,humboldt (canada),sk,ca,chevron,5.0,5seconds,The objects were orange/red tinged&#44not in our atmophere&#44extremely fast&#44flew in v-formationon monday &#44indian file on friday,9/29/2004,52.2,-105.11666699999999
9/14/2007 23:00,melfort (canada),sk,ca,other,120.0,2 minutes,Comet shaped&#44 slow moving&#44 semi-invisable in clear night sky.,10/8/2007,52.86666700000001,-104.6
9/14/2013 04:43,mississauga (canada),on,ca,triangle,600.0,10 minutes,Triangular light formation above Lake Ontario merges into one and shoots across the sky.,9/30/2013,43.15,-79.5
9/15/1936 19:00,albany (canada),pe,ca,rectangle,1200.0,2o minutes,I WAS PLAYING AT MY FRIEND&#39S HOME AFTER SUPPER AND HER MOTHER WORRIEDLY REMINDED ME IT WAS LATER THAN SHE REALIZED. HER OLDER DAUGHTER,3/19/2009,52.25,-81.616667
9/15/1960 21:30,barrhead (canada),ab,ca,other,1200.0,20 minutes,HBCCUFO CANADIAN REPORT:  Daddy&#44 there is a stop light sitting in the grain field.,8/28/2003,54.11666700000001,-114.4
9/15/1972 24:00,delta (canada),bc,ca,disk,60.0,less than a minute,small saucer zipped down over mountains&#44 hovered&#44  and zipped down Fraser Valley during daylight hours,5/4/2004,50.183333000000005,-98.31666700000001
9/15/1978 22:30,edmundston (canada),nb,ca,disk,3600.0,1hour,After witnessing a ufo&#44 with my family&#44 I beleive that my mother and myself were abducted the next night.,12/2/2000,47.366667,-68.333333
9/15/1982 02:00,richmond (canada),bc,ca,light,2400.0,30-40 min,Light witnessed first on ground or o horison moving back and forth for a long duration. The light then paused for a moment. and then as,12/2/2000,45.666667,-72.15
9/15/1983 22:00,holden (canada),ab,ca,oval,30.0,20-30 seconds,Small white light makes 90 degree turn in sky.,4/27/2004,53.233332999999995,-112.233333
9/15/1985 03:00,guelph (canada),on,ca,oval,60.0,1 minute,guelph&#44 canada&#44 1985: five unusual objects in the sky.,1/11/2002,43.55,-80.25
9/15/1992 20:00,maccan (canada),ns,ca,sphere,600.0,10 minutes,Amber colored spheres following the vehicle&#44 moving in erratic directions in the Maccan area,6/18/2004,45.716667,-64.25
9/15/1996 16:00,vegreville (canada),ab,ca,cylinder,1800.0,approx: 30 minutes,HBCCUFO CANADIAN REPORT:  Golden cylinder was pacing our vehicle.,8/1/2003,53.5,-112.05
9/15/1997 20:00,toronto (canada),on,ca,chevron,300.0,5 min,This object was transparent except its outline chevron shape,10/20/2005,43.666667,-79.416667
9/15/1999 23:00,yellowknife (canada),nt,ca,fireball,2.0,a few seconds,Blueish Green Fireball Traveling South to North&#44 prompting me to turn around and head back to civilization.,12/2/2000,62.45,-114.35
9/15/2001 01:00,windsor (canada),on,ca,unknown,30.0,30seconds,Black shape floated slowly across the sky late one clear august night,1/11/2002,45.583333,-72.0
9/15/2002 11:00,fredericton (canada),nb,ca,unknown,180.0,3 minutes,low&#44 noiseless hovering object - shape indistinct.,1/27/2005,45.95,-66.633333
9/15/2002 20:00,montreal (canada),pq,ca,triangle,1200.0,15-20 mins,Triangular shaped crafts just south of Montreal,9/19/2002,45.5,-73.583333
9/15/2002 22:00,armstrong (canada),on,ca,formation,5.0,5 seconds,Large formation of UFO&#39s over sunset in Northern Canada,4/16/2005,50.3,-89.033333
9/15/2003 23:20,airdrie (canada),ab,ca,circle,30.0,30 seconds,HBCCUFO CANADIAN REPORT:  Large ring of white lights.,12/9/2003,51.266667,-114.016667
9/15/2006 14:00,brampton (canada),on,ca,circle,180.0,3 min.,a silver ball with 3 square indentations about 500 feet up.,6/12/2007,43.683333000000005,-79.766667
9/15/2006 14:00,brampton (canada),on,ca,circle,300.0,5 min.,On Sept 16/2006 silent silver sphere passed horizontally overhead slowly&#44 seemed to avoid viewing by rapidly ascending into cloud cover,1/21/2008,43.683333000000005,-79.766667
9/15/2006 22:45,ottawa (carleton) (canada),on,ca,light,30.0,30 seconds,bright object seen racing sporadically in the southwest over the ottawa valley&#44 seen from barrhaven&#44 Ontario,10/30/2006,45.416667,-75.7
9/15/2007 05:49,sioux lookout (canada),on,ca,light,8.0,8 seconds,LIGHT NORTHWEST OF SIOUX LOOKOUT CANADA ABOUT 8 SECONDS,10/8/2007,50.1,-91.916667
9/15/2007 21:00,aylmer (canada),on,ca,unknown,120.0,minute,BRIGHTER THAN ANY STAR AND DISAPPEARED VERY FAST.  ((NUFORC Note:  Possible sighting of Iridium satellites??  PD)),10/8/2007,45.4,-75.85
9/15/2009 22:00,whitby (canada),on,ca,light,120.0,2 minutes,Two lights in a staright line&#44 very quickly with no sound.,12/12/2009,43.866667,-78.93333299999999
9/15/2011 19:50,moncton (canada),nb,ca,fireball,600.0,greater than 10 minutes&#44,Fire like light round with undefined border seen through cloud cover at 19:50 15 Sep 11,10/10/2011,46.083333,-64.766667
9/15/2012 09:20,guelph (canada),on,ca,formation,1200.0,20 minutes,Triangular formation of 3 ufos near Guelph&#44 ON,9/24/2012,43.55,-80.25
9/15/2012 21:30,burlington (canada),on,ca,sphere,30.0,30 seconds,Glowing orange orb seen in Burlington&#44 Ontario,9/24/2012,43.316666999999995,-79.8
9/15/2013 19:15,halifax (canada),ns,ca,cigar,180.0,3 minutes,Bright white color sigar shape object over Nova Scotia.,9/30/2013,44.65,-63.6
9/15/2013 20:40,peterborough (canada),on,ca,light,2700.0,45 minutes,BRIGHT white light low in the sky.,2/21/2014,44.3,-78.333333
9/16/2000 21:20,belleville (canada),on,ca,fireball,30.0,30 seconds,A very bright light move trough the sky with another trailing behind it...,12/2/2000,44.166667,-77.383333
9/16/2001 00:30,haliburton (canada),on,ca,other,180.0,3 minutes,two orange flares appear&#44 descend to the treeline&#44 go out&#44 and then rise up from the horizon and dissappear,10/12/2001,45.033333,-78.516667
9/16/2003 00:00,huntsville (outside of) (canada),on,ca,sphere,900.0,10 to 15 mins,Light seen over ridge in Algonquin park.,10/31/2003,45.333333,-79.216667
9/16/2006 14:00,regina (canada),sk,ca,unknown,20.0,20 seconds,Two dots in sky. One was shiny and both did not move - watched for over 20 seconds before losing them.,6/12/2007,50.45,-104.616667
9/16/2006 22:10,kelowna (canada),bc,ca,diamond,4500.0,1.25hrs,Stationary&#44 brilliant colored object seen near Kelowna British Columbia; emits &quot;ball&quot; light,10/30/2006,49.9,-119.483333
9/16/2008 18:30,spruce grove (canada),ab,ca,light,600.0,ten minutes,My observation of colored&#44 star-size lights near the horizon while leaving in the morning for work.  ((NUFORC Note:  Stars??  PD)),10/31/2008,53.533333,-113.91666699999999
9/16/2011 16:49,scarborough (canada),on,ca,oval,120.0,two minutes,Two slow&#44 very high flying dark oval objects moving in unison,10/10/2011,43.75,-79.2
9/16/2012 20:30,rockland (canada),on,ca,triangle,120.0,a few minutes,It was a triangular shape with white lights at each corner (not blinking ) and 2 in the middle that were blinking,9/24/2012,45.533333,-75.283333
9/16/2012 21:00,windsor (canada),on,ca,fireball,600.0,10 minutes,Fireballs over Windsor&#44 Ontario.,9/24/2012,45.583333,-72.0
9/16/2013 17:00,st. albert (canada),ab,ca,disk,5.0,5 seconds,White/Silver Saucer with white lights hovering 100m over houses,9/30/2013,53.63333299999999,-113.63333300000001
9/16/2013 17:45,vernon (outside of) (canada),bc,ca,light,120.0,<2 minutes,Two bright lights moving rapidly and erratically in the evening sky outside of vernon bc.,9/30/2013,46.183333000000005,-62.88333299999999
9/17/1993 22:00,red deer (canada),ab,ca,other,120.0,1- 2 minutes,Strange shaped object&#44 no sound&#44 no lights&#44 moving slowly about 20 ft off the deck.,6/18/2004,52.266667,-113.8
9/17/1998 23:45,belle river (canada),on,ca,light,420.0,7 minutes,At first I thought it was a star&#44 but all of a sudden it took of.,12/2/2000,42.3,-82.716667
9/17/2003 21:00,toronto (canada),on,ca,,1800.0,30mins,Controlled Explosion had been suggested as a way to protect against abduction.,2/8/2005,43.666667,-79.416667
9/17/2007 21:00,midland (canada),on,ca,triangle,180.0,3 minutes,Triangle lights hovered close over tree tops,10/8/2007,44.75,-79.9
9/17/2008 03:45,london (canada),on,ca,light,180.0,3min,Light in the sky with photo,10/31/2008,42.983333,-81.25
9/17/2008 19:56,whitby (canada),on,ca,circle,300.0,4-5 mintues,Same UFO spotted in same place 5 days apart from each other.,6/23/2010,43.866667,-78.93333299999999
9/17/2009 05:35,oshawa (canada),on,ca,flash,12.0,10-12 seconds,Rapid white flashes  witnessed&#44acknowledging in thought of a presence for a sign in the night sky *,12/12/2009,43.9,-78.866667
9/17/2009 12:53,scarborough (canada),on,ca,changing,180.0,2-3 mins,Bizarre changing shape/color object  witnessed by four witnesses,12/12/2009,43.75,-79.2
9/17/2009 12:59,scarborough (canada),on,ca,cone,50.0,50 seconds,Brilliant white color cone shaped UFO observed annd filmed quarter mile away in the afternoon,12/12/2009,43.75,-79.2
9/17/2010 20:30,st. thomas (canada),on,ca,unknown,300.0,5 min,Looked like an aircraft landing lights&#44 But too bright flickering too fast. Then changed direction speed maintianed.,11/21/2010,42.783333,-81.18333299999999
9/18/1991 23:00,montreal (canada),qc,ca,triangle,60.0,about one minute,Black Triangle over Montreal,1/17/2004,45.5,-73.583333
9/18/1998 19:00,cornwall (south stormont) (canada),on,ca,unknown,120.0,2 minutes,Brilliant wide well defined beam of light from an invisible source that withdrew slowly and disappeared.,6/12/2008,46.24,-63.21
9/18/1999 02:00,kelowna (canada),bc,ca,formation,30.0,30 seconds,Formation of seven moving lights&#44 curving quite fast through the night sky,12/2/2000,49.9,-119.483333
9/18/2003 19:00,kamloops (canada),bc,ca,sphere,60.0,30 to 60 seconds,HBCCUFO CANADIAN REPORT:  Spherical object moving in roughly an east to west direction over Kamloops,9/24/2003,50.666667,-120.33333300000001
9/18/2003 23:00,edmonton (canada),ab,ca,unknown,180.0,3 minutes,Two objects with highly intense brilliant white flashes moving slowly north at extremely high altitude in parallel orbit.,9/24/2003,53.55,-113.5
9/18/2004 04:30,winnipeg (canada),mb,ca,light,7200.0,1-2 hours,Manitoba UFO,9/29/2004,49.883333,-97.166667
9/18/2004 22:00,kanata (canada),on,ca,chevron,30.0,30 seconds,&quot;chevron shaped object silently flys over house in Kanata&#44 Ontario,9/29/2004,45.333333,-75.9
9/18/2008 22:45,toronto (canada),on,ca,teardrop,7.0,3-7 seconds,Fireball seen falling near Don Mills and Eglinton,10/31/2008,43.666667,-79.416667
9/18/2010 11:00,dieppe (canada),nb,ca,light,120.0,2 minutes,Bright light grew larger and brighter.,11/21/2010,46.1,-64.75
9/18/2010 15:45,brampton (canada),on,ca,cylinder,240.0,3-4 mins,An unidentified floating object was seen today by myself and two other people around 3:45pm Sept 18&#442010 here in Brampton. I was at a l,11/21/2010,43.683333000000005,-79.766667
9/18/2013 21:00,montreal (canada),qc,ca,light,10800.0,3 hours,Strange lights in the sky over Montreal QC Canada.,9/30/2013,45.5,-73.583333
9/19/2004 16:00,oshawa (canada),on,ca,light,1200.0,20 minutes,2 bright white lights in clear sky moving north > south direction,9/29/2004,43.9,-78.866667
9/19/2005 00:00,fort mcmurray (earth) (canada),ab,ca,unknown,120.0,couple mins,Strange light moving around the moon observed from front walk way,10/11/2005,56.733332999999995,-111.38333300000001
9/19/2009 19:43,toronto (canada),on,ca,egg,6.0,5 - 6 seconds,Egg shaped UFO sighted over Toronto and Barrie Ontario on Saturday&#44 September 19&#44 2009 at 1943 hours,12/12/2009,43.666667,-79.416667
9/19/2009 22:00,barrys bay (canada),on,ca,light,600.0,10 minutes,Two objects looking like flares floating in the sky before disappearing,12/12/2009,45.483333,-77.68333299999999
9/19/2013 19:39,pictou (canada),ns,ca,circle,95.0,95 seconds,Images on digital photos taken Sept 19th and just noted Oct 1st in squence and time stamped.  ((NUFORC Note:  Lens flare?  PD)),10/3/2013,45.666667,-62.7
9/20/1999 22:05,calgary (canada),ab,ca,light,7.0,7 sec.,Enjoying the starf filled night.I was alerted by a rapidly blinking light to the east.It moved flashed twice and dissappeared.It reappe,12/2/2000,51.083333,-114.08333300000001
9/20/2000 19:00,mississauga (canada),on,ca,fireball,2700.0,45minutes,My family and I where driving in the car down the road and i was looking at an airplane go by and then to the left i saw 2 big red fire,12/2/2000,43.15,-79.5
9/20/2007 16:00,savona (canada),bc,ca,other,10.0,10 sec.,object flies down entire length of valley,11/28/2007,50.75,-120.85
9/20/2010 20:15,ottawa (canada),on,ca,oval,180.0,3min,The orange light turned off and I could see a random set of lights(always changing patterns) moving off behind me at speeds that I have,11/21/2010,45.416667,-75.7
9/20/2012 13:00,revelstoke (south of) (canada),bc,ca,other,60.0,1 minute,WAS NOT SEEN OR HEARD DURING DRIVE -  UNTIL WE LOOKED AT THE PHOTOS MONTHS LATER,10/30/2012,51.0,-118.183333
9/20/2013 12:00,calgary (canada),ab,ca,other,300.0,5 minutes,Green orbs in CHEM trails.  ((NUFORC Note:  Optical effects of the lens&#44 we suspect.  PD)),9/30/2013,51.083333,-114.08333300000001
9/20/2013 21:00,paris (canada),on,ca,sphere,900.0,15 minutes,Saw 2 orange orbs in the NE sky.  Moved close together and moved in a circle. split apart&#44 disappeard. 1 single flew over me&#44 no noise,9/30/2013,63.816667,-138.666667
9/21/2004 21:45,church point (canada),ns,ca,circle,60.0,1 minute,Bright red flare like object travelling at a high rate of speed level with horizon from W to ENE for about one min flicred then gone.,9/29/2004,44.333333,-66.116667
9/21/2006 21:00,beamsville (canada),on,ca,fireball,1200.0,20 min plus,Bright Light &quot;fireball&quot; over head in West Sky September 21st  Southern Ontario Canada sighting lasted aprox 1/2 hour,10/30/2006,43.166667,-79.466667
9/21/2009 10:22,scarborough (canada),on,ca,circle,420.0,5-7 mins,White orb travelling along  side a thick chemtrail,12/12/2009,43.75,-79.2
