level_0,index,Date,Type,Seconds,Duration,Description,Lat,Lon,full_address,neighbourhood,city,province,country_code,country,location_data_raw
2145,61287,7/3/2005 22:44,oval,15,15 seconds,2 V formations fly north along dufferin St. in toronto comprised of glowing oval shaped objects,43.666667,-79.416667,"743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada",Annex,Toronto,Ontario,ca,Canada,"{'place_id': '333938358051', 'licence': 'https://locationiq.com/attribution', 'lat': '43.666635', 'lon': '-79.41669', 'display_name': '743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada', 'boundingbox': ['43.666635', '43.666635', '-79.41669', '-79.41669'], 'importance': 0.225, 'address': {'house_number': '743', 'road': 'Manning Ave', 'neighbourhood': 'Annex', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M6G 2W5', 'country': 'Canada', 'country_code': 'ca'}}"
2146,61319,7/3/2007 23:59,light,1800,abut 30 min,it was around midnight i was sitting my deck and i sow a bright green line in the sky i even took some pictures of it it lasted about 3,44.65,-63.6,"2543, Dublin St, Halifax, Nova Scotia, B3L 3J4, Canada",,,Nova Scotia,ca,Canada,"{'place_id': '332667848245', 'licence': 'https://locationiq.com/attribution', 'lat': '44.649961', 'lon': '-63.599859', 'display_name': '2543, Dublin St, Halifax, Nova Scotia, B3L 3J4, Canada', 'boundingbox': ['44.649961', '44.649961', '-63.599859', '-63.599859'], 'importance': 0.2, 'address': {'house_number': '2543', 'road': 'Dublin St', 'county': 'Halifax', 'state': 'Nova Scotia', 'postcode': 'B3L 3J4', 'country': 'Canada', 'country_code': 'ca'}}"
2147,61391,7/3/2010 22:35,light,180,3 minutes,Light leading another.  ((NUFORC Note:  International Space Station over flight&#44 followed by Russian re-supply capsule.  PD)),49.1,-117.71666699999999,"Highway 22, Teck Metals Ltd. Trail Operations, Trail, Regional District of Kootenay Boundary, British Columbia, V1R 3N3, Canada",,Trail,British Columbia,ca,Canada,"{'place_id': '192247940', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'way', 'osm_id': '483262823', 'lat': '49.0978814340021', 'lon': '-117.71744269367', 'display_name': 'Highway 22, Teck Metals Ltd. Trail Operations, Trail, Regional District of Kootenay Boundary, British Columbia, V1R 3N3, Canada', 'address': {'road': 'Highway 22', 'industrial': 'Teck Metals Ltd. Trail Operations', 'city': 'Trail', 'county': 'Regional District of Kootenay Boundary', 'state': 'British Columbia', 'postcode': 'V1R 3N3', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['49.0974316', '49.1504065', '-117.7417303', '-117.7163055']}"
2148,61403,7/3/2010 23:15,other,300,5 minutes,Two UFO lights&#44 one large&#44 one small fly over Cochrane&#44 Alberta&#44 Canada (07/03/2010),49.066667,-81.016667,"368, 6th Street, Cochrane, Cochrane, Ontario, P0L 1C0, Canada",,Cochrane,Ontario,ca,Canada,"{'place_id': '332315920887', 'osm_type': 'node', 'osm_id': '3322035957', 'licence': 'https://locationiq.com/attribution', 'lat': '49.066766', 'lon': '-81.016499', 'display_name': '368, 6th Street, Cochrane, Cochrane, Ontario, P0L 1C0, Canada', 'boundingbox': ['49.066766', '49.066766', '-81.016499', '-81.016499'], 'importance': 0.2, 'address': {'house_number': '368', 'road': '6th Street', 'city': 'Cochrane', 'county': 'Cochrane', 'state': 'Ontario', 'postcode': 'P0L 1C0', 'country': 'Canada', 'country_code': 'ca'}}"
2149,61404,7/3/2010 23:30,diamond,240,4 minutes,bright diamond shaped light chased by tiny light,52.083333,-114.75,"Clearwater County, Alberta, Canada",,,Alberta,ca,Canada,"{'place_id': '236949088', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'relation', 'osm_id': '7885280', 'lat': '52.3160407', 'lon': '-115.626617', 'display_name': 'Clearwater County, Alberta, Canada', 'address': {'county': 'Clearwater County', 'state': 'Alberta', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['51.6192124', '53.0700477', '-117.0893915', '-114.4300448']}"
2150,61406,7/3/2010 23:32,formation,300,5 min,not sure what it was?,52.083333,-114.75,"Clearwater County, Alberta, Canada",,,Alberta,ca,Canada,"{'place_id': '236949088', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'relation', 'osm_id': '7885280', 'lat': '52.3160407', 'lon': '-115.626617', 'display_name': 'Clearwater County, Alberta, Canada', 'address': {'county': 'Clearwater County', 'state': 'Alberta', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['51.6192124', '53.0700477', '-117.0893915', '-114.4300448']}"
2151,61542,7/3/2013 22:10,sphere,60,<1 minute,Flying Ball of light with a tale or trail coming out the back illuminating space around the object.,43.583333,-79.716667,"120, Queen Street South, Mississauga, Peel, Ontario, L5M 5Z5, Canada",,Mississauga,Ontario,ca,Canada,"{'place_id': '332705440406', 'osm_type': 'way', 'osm_id': '245212061', 'licence': 'https://locationiq.com/attribution', 'lat': '43.583415', 'lon': '-79.716878', 'display_name': '120, Queen Street South, Mississauga, Peel, Ontario, L5M 5Z5, Canada', 'boundingbox': ['43.583415', '43.583415', '-79.716878', '-79.716878'], 'importance': 0.2, 'address': {'house_number': '120', 'road': 'Queen Street South', 'city': 'Mississauga', 'county': 'Peel', 'state': 'Ontario', 'postcode': 'L5M 5Z5', 'country': 'Canada', 'country_code': 'ca'}}"
2152,61766,7/4/2002 23:10,light,15,10-15 secs.,Strange bright light pops out of cloud&#44 then back in&#44 over Toronto Canada.,43.666667,-79.416667,"743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada",Annex,Toronto,Ontario,ca,Canada,"{'place_id': '333938358051', 'licence': 'https://locationiq.com/attribution', 'lat': '43.666635', 'lon': '-79.41669', 'display_name': '743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada', 'boundingbox': ['43.666635', '43.666635', '-79.41669', '-79.41669'], 'importance': 0.225, 'address': {'house_number': '743', 'road': 'Manning Ave', 'neighbourhood': 'Annex', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M6G 2W5', 'country': 'Canada', 'country_code': 'ca'}}"
2153,61785,7/4/2003 23:59,light,10,10 seconds,Same as my last report in June. Bluish white light&#44 shoots straigt up turns red-orange then gone. I checked with NASA thinking it may b,45.416667,-75.7,"255, Nepean Street, Centretown, Ottawa, Ottawa, Ontario, K2P 0B7, Canada",Centretown,Ottawa,Ontario,ca,Canada,"{'place_id': '331308888021', 'osm_type': 'way', 'osm_id': '482238181', 'licence': 'https://locationiq.com/attribution', 'lat': '45.416689', 'lon': '-75.699972', 'display_name': '255, Nepean Street, Centretown, Ottawa, Ottawa, Ontario, K2P 0B7, Canada', 'boundingbox': ['45.416689', '45.416689', '-75.699972', '-75.699972'], 'importance': 0.225, 'address': {'house_number': '255', 'road': 'Nepean Street', 'neighbourhood': 'Centretown', 'city': 'Ottawa', 'county': 'Ottawa', 'state': 'Ontario', 'postcode': 'K2P 0B7', 'country': 'Canada', 'country_code': 'ca'}}"
2154,61970,7/4/2009 00:00,light,12,12 seconds,Flashing light source speeding like a meteor suddenly moves back its path twice.,49.8,-93.983333,"Hawk Lake, Unorganized Kenora District, Kenora District, Northwestern Ontario, Ontario, Canada",,Unorganized Kenora District,Ontario,ca,Canada,"{'place_id': '97564343', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'way', 'osm_id': '36760981', 'lat': '49.8001978685061', 'lon': '-93.9833346815048', 'display_name': 'Hawk Lake, Unorganized Kenora District, Kenora District, Northwestern Ontario, Ontario, Canada', 'address': {'hamlet': 'Hawk Lake', 'city': 'Unorganized Kenora District', 'county': 'Kenora District', 'state_district': 'Northwestern Ontario', 'state': 'Ontario', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['49.7960949', '49.8029914', '-93.9945686', '-93.9786557']}"
2155,61976,7/4/2009 12:15,cigar,300,5 mins,Cigar shape craft spotted moving iradically above st.thomas Ontario,42.783333,-81.18333299999999,"90, Balaclava Street, St. Thomas, Elgin, Ontario, N5P 3C5, Canada",,St. Thomas,Ontario,ca,Canada,"{'place_id': '332669504380', 'osm_type': 'way', 'osm_id': '553385255', 'licence': 'https://locationiq.com/attribution', 'lat': '42.783325', 'lon': '-81.182965', 'display_name': '90, Balaclava Street, St. Thomas, Elgin, Ontario, N5P 3C5, Canada', 'boundingbox': ['42.783325', '42.783325', '-81.182965', '-81.182965'], 'importance': 0.2, 'address': {'house_number': '90', 'road': 'Balaclava Street', 'city': 'St. Thomas', 'county': 'Elgin', 'state': 'Ontario', 'postcode': 'N5P 3C5', 'country': 'Canada', 'country_code': 'ca'}}"
2156,62054,7/4/2010 00:00,unknown,60,approx 1 minute,Crazy fast light being followed by a smaller fast light&#44same speed.  ((NUFORC Note:  International Space Station over flight.  PD)),49.833333,-99.95,"1061, 9th St, Brandon, Division No.  7, Manitoba, R7A 4C3, Canada",,Brandon,Manitoba,ca,Canada,"{'place_id': '331310952274', 'licence': 'https://locationiq.com/attribution', 'lat': '49.833459', 'lon': '-99.949772', 'display_name': '1061, 9th St, Brandon, Division No.  7, Manitoba, R7A 4C3, Canada', 'boundingbox': ['49.833459', '49.833459', '-99.949772', '-99.949772'], 'importance': 0.2, 'address': {'house_number': '1061', 'road': '9th St', 'city': 'Brandon', 'county': 'Division No.  7', 'state': 'Manitoba', 'postcode': 'R7A 4C3', 'country': 'Canada', 'country_code': 'ca'}}"
2157,62058,7/4/2010 01:00,light,300,5 minutes,Light in sky over Winnipeg&#44 Canada.,49.883333,-97.166667,"217, Ethelbert St, Wolseley, Winnipeg, Division No. 11, Manitoba, R3G 1V8, Canada",Wolseley,Winnipeg,Manitoba,ca,Canada,"{'place_id': '332340179034', 'licence': 'https://locationiq.com/attribution', 'lat': '49.883303', 'lon': '-97.166855', 'display_name': '217, Ethelbert St, Wolseley, Winnipeg, Division No. 11, Manitoba, R3G 1V8, Canada', 'boundingbox': ['49.883303', '49.883303', '-97.166855', '-97.166855'], 'importance': 0.2, 'address': {'house_number': '217', 'road': 'Ethelbert St', 'neighbourhood': 'Wolseley', 'city': 'Winnipeg', 'county': 'Division No. 11', 'state': 'Manitoba', 'postcode': 'R3G 1V8', 'country': 'Canada', 'country_code': 'ca'}}"
2158,62216,7/4/2010 22:50,circle,180,2-3 minutes,Orange glowing object  following small white object,45.033333,-78.516667,"403, Mountain St, Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde, Haliburton, Ontario, K0M 1S0, Canada",,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",Ontario,ca,Canada,"{'place_id': '332054367553', 'licence': 'https://locationiq.com/attribution', 'lat': '45.03286', 'lon': '-78.519287', 'display_name': '403, Mountain St, Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde, Haliburton, Ontario, K0M 1S0, Canada', 'boundingbox': ['45.03286', '45.03286', '-78.519287', '-78.519287'], 'importance': 0.175, 'address': {'house_number': '403', 'road': 'Mountain St', 'city': 'Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde', 'county': 'Haliburton', 'state': 'Ontario', 'postcode': 'K0M 1S0', 'country': 'Canada', 'country_code': 'ca'}}"
2159,62438,7/4/2012 21:00,fireball,60,1 minute,A orange glowing ball the size of a large beach ball slowly passing over head,44.433333,-81.383333,"Gustavus Street, Saugeen Shores, Ontario, N0H 2C0, Canada",,Saugeen Shores,Ontario,ca,Canada,"{'place_id': '332835266201', 'licence': 'https://locationiq.com/attribution', 'lat': '44.433593', 'lon': '-81.383577', 'display_name': 'Gustavus Street, Saugeen Shores, Ontario, N0H 2C0, Canada', 'boundingbox': ['44.431312', '44.435852', '-81.38913', '-81.378045'], 'importance': 0.2, 'address': {'road': 'Gustavus Street', 'city': 'Saugeen Shores', 'state': 'Ontario', 'postcode': 'N0H 2C0', 'country': 'Canada', 'country_code': 'ca'}}"
2160,62591,7/4/2013 14:00,other,20,20 seconds,Bird like object travels silently in a too fast perfectly straight line until out of view.,50.7,-119.28333300000001,"Jade Buffet, Salmon Arm, Columbia-Shuswap, British Columbia, V1E 0C6, Canada",,Salmon Arm,British Columbia,ca,Canada,"{'place_id': '331822140962', 'osm_type': 'way', 'osm_id': '238228632', 'licence': 'https://locationiq.com/attribution', 'lat': '50.700027', 'lon': '-119.283372', 'display_name': 'Jade Buffet, Salmon Arm, Columbia-Shuswap, British Columbia, V1E 0C6, Canada', 'boundingbox': ['50.6999223', '50.7001316', '-119.2835578', '-119.2831863'], 'importance': 0.225, 'address': {'name': 'Jade Buffet', 'city': 'Salmon Arm', 'county': 'Columbia-Shuswap', 'state': 'British Columbia', 'postcode': 'V1E 0C6', 'country': 'Canada', 'country_code': 'ca'}}"
2161,62770,7/5/1973 15:00,sphere,30,20-30 seconds,silver ball with a yellow ring at the mid piont of the sphere  hovering and then departing south at a fantastic rate.,49.783333,-92.833333,"Princess Street, Dryden, Kenora, Ontario, P8N 1E3, Canada",,Dryden,Ontario,ca,Canada,"{'place_id': '332777563515', 'licence': 'https://locationiq.com/attribution', 'lat': '49.783146', 'lon': '-92.832917', 'display_name': 'Princess Street, Dryden, Kenora, Ontario, P8N 1E3, Canada', 'boundingbox': ['49.783138', '49.783153', '-92.840806', '-92.825028'], 'importance': 0.2, 'address': {'road': 'Princess Street', 'city': 'Dryden', 'county': 'Kenora', 'state': 'Ontario', 'postcode': 'P8N 1E3', 'country': 'Canada', 'country_code': 'ca'}}"
2162,62833,7/5/2002 01:25,flash,15,15 seconds,Two bright flashes in Eastern sky 15 seconds apart.,43.683333,-79.766667,"41, West St, Brampton, Peel, Ontario, L6X 1C8, Canada",,Brampton,Ontario,ca,Canada,"{'place_id': '331690463884', 'licence': 'https://locationiq.com/attribution', 'lat': '43.683188', 'lon': '-79.766735', 'display_name': '41, West St, Brampton, Peel, Ontario, L6X 1C8, Canada', 'boundingbox': ['43.683188', '43.683188', '-79.766735', '-79.766735'], 'importance': 0.2, 'address': {'house_number': '41', 'road': 'West St', 'city': 'Brampton', 'county': 'Peel', 'state': 'Ontario', 'postcode': 'L6X 1C8', 'country': 'Canada', 'country_code': 'ca'}}"
2163,62838,7/5/2002 23:01,light,6,5-6 seconds,Satelites don&#39t &quot;zig zag&quot;&#44 so what did I see?,43.166667,-79.233333,"41, Tasker Street, St. Catharines, Ontario, L2R 4A1, Canada",,St. Catharines,Ontario,ca,Canada,"{'place_id': '333800295209', 'licence': 'https://locationiq.com/attribution', 'lat': '43.166739', 'lon': '-79.233121', 'display_name': '41, Tasker Street, St. Catharines, Ontario, L2R 4A1, Canada', 'boundingbox': ['43.166739', '43.166739', '-79.233121', '-79.233121'], 'importance': 0.2, 'address': {'house_number': '41', 'road': 'Tasker Street', 'city': 'St. Catharines', 'state': 'Ontario', 'postcode': 'L2R 4A1', 'country': 'Canada', 'country_code': 'ca'}}"
2164,62857,7/5/2003 22:30,circle,20,10-20  seconds,The light went up and down a few times then went in a circular motion and dissapeared within seconds.,43.866667,-79.033333,"55, Coles Avenue, Westney, Ajax, Ontario, L1Z 1E7, Canada",Westney,Ajax,Ontario,ca,Canada,"{'place_id': '332660650489', 'osm_type': 'way', 'osm_id': '687879920', 'licence': 'https://locationiq.com/attribution', 'lat': '43.866611', 'lon': '-79.033329', 'display_name': '55, Coles Avenue, Westney, Ajax, Ontario, L1Z 1E7, Canada', 'boundingbox': ['43.866611', '43.866611', '-79.033329', '-79.033329'], 'importance': 0.225, 'address': {'house_number': '55', 'road': 'Coles Avenue', 'neighbourhood': 'Westney', 'city': 'Ajax', 'state': 'Ontario', 'postcode': 'L1Z 1E7', 'country': 'Canada', 'country_code': 'ca'}}"
2165,62871,7/5/2005 02:00,disk,600,10 miuntes,Saucer Lands In Canada,43.166667,-79.233333,"41, Tasker Street, St. Catharines, Ontario, L2R 4A1, Canada",,St. Catharines,Ontario,ca,Canada,"{'place_id': '333800295209', 'licence': 'https://locationiq.com/attribution', 'lat': '43.166739', 'lon': '-79.233121', 'display_name': '41, Tasker Street, St. Catharines, Ontario, L2R 4A1, Canada', 'boundingbox': ['43.166739', '43.166739', '-79.233121', '-79.233121'], 'importance': 0.2, 'address': {'house_number': '41', 'road': 'Tasker Street', 'city': 'St. Catharines', 'state': 'Ontario', 'postcode': 'L2R 4A1', 'country': 'Canada', 'country_code': 'ca'}}"
2166,62890,7/5/2006 03:00,light,420,5-7 minutes,3 seperate craft seen over Lake Superior&#44 each a single blue/ white light&#44 odd flight patterns occured.,48.4,-89.233333,"1036, Mclaughlin St, Thunder Bay, Thunder Bay, Ontario, P7C 3C2, Canada",,Thunder Bay,Ontario,ca,Canada,"{'place_id': '330691542571', 'licence': 'https://locationiq.com/attribution', 'lat': '48.398993', 'lon': '-89.233257', 'display_name': '1036, Mclaughlin St, Thunder Bay, Thunder Bay, Ontario, P7C 3C2, Canada', 'boundingbox': ['48.398993', '48.398993', '-89.233257', '-89.233257'], 'importance': 0.175, 'address': {'house_number': '1036', 'road': 'Mclaughlin St', 'city': 'Thunder Bay', 'county': 'Thunder Bay', 'state': 'Ontario', 'postcode': 'P7C 3C2', 'country': 'Canada', 'country_code': 'ca'}}"
2167,62905,7/5/2007 22:30,light,600,5 - 10 min,The light was brighter than anything I&#39ve ever seen in the sky &amp; hovered in one place.,49.3,-124.316667,"Allsbrook Road, Area G (Mid-Oceanside), Regional District of Nanaimo, British Columbia, V9P 1L4, Canada",,Area G (Mid-Oceanside),British Columbia,ca,Canada,"{'place_id': '91239129', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'way', 'osm_id': '26343131', 'lat': '49.3025728536425', 'lon': '-124.316191473503', 'display_name': 'Allsbrook Road, Area G (Mid-Oceanside), Regional District of Nanaimo, British Columbia, V9P 1L4, Canada', 'address': {'road': 'Allsbrook Road', 'city': 'Area G (Mid-Oceanside)', 'county': 'Regional District of Nanaimo', 'state': 'British Columbia', 'postcode': 'V9P 1L4', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['49.2964349', '49.3041928', '-124.3346498', '-124.2720201']}"
2168,63108,7/6/2002 00:30,triangle,60,1 minute,Large Black Triangle&#44 no lights or sound&#44 south to north&#44 night-time&#44 3/4 moon&#44 partly cloudy,52.133333,-106.66666699999999,"25 Street East, Central Industrial, Saskatoon, Division No. 11, Saskatchewan, S7K 1P2, Canada",Central Industrial,Saskatoon,Saskatchewan,ca,Canada,"{'place_id': '334294745683', 'licence': 'https://locationiq.com/attribution', 'lat': '52.133713', 'lon': '-106.666842', 'display_name': '25 Street East, Central Industrial, Saskatoon, Division No. 11, Saskatchewan, S7K 1P2, Canada', 'boundingbox': ['52.132991', '52.133884', '-106.670105', '-106.663285'], 'importance': 0.2, 'address': {'road': '25 Street East', 'neighbourhood': 'Central Industrial', 'city': 'Saskatoon', 'county': 'Division No. 11', 'state': 'Saskatchewan', 'postcode': 'S7K 1P2', 'country': 'Canada', 'country_code': 'ca'}}"
2169,63110,7/6/2002 01:30,disk,10,10 seconds,Huge&#44 motionless craft hovers silently above an army base,53.55,-113.5,"10404, 106 Avenue NW, Central McDougall, Edmonton, Alberta, T5H 2X1, Canada",Central McDougall,Edmonton,Alberta,ca,Canada,"{'place_id': '332986084112', 'osm_type': 'node', 'osm_id': '877824266', 'licence': 'https://locationiq.com/attribution', 'lat': '53.549915', 'lon': '-113.500077', 'display_name': '10404, 106 Avenue NW, Central McDougall, Edmonton, Alberta, T5H 2X1, Canada', 'boundingbox': ['53.549915', '53.549915', '-113.500077', '-113.500077'], 'importance': 0.2, 'address': {'house_number': '10404', 'road': '106 Avenue NW', 'neighbourhood': 'Central McDougall', 'city': 'Edmonton', 'state': 'Alberta', 'postcode': 'T5H 2X1', 'country': 'Canada', 'country_code': 'ca'}}"
2170,63123,7/6/2002 23:45,light,600,10 minutes,Light Show Over The North Mountain,44.95,-65.06666700000001,"89, North St, Annapolis, Nova Scotia, B0S 0B3, Canada",,,Nova Scotia,ca,Canada,"{'place_id': '332303533490', 'licence': 'https://locationiq.com/attribution', 'lat': '44.950569', 'lon': '-65.066728', 'display_name': '89, North St, Annapolis, Nova Scotia, B0S 0B3, Canada', 'boundingbox': ['44.950569', '44.950569', '-65.066728', '-65.066728'], 'importance': 0.2, 'address': {'house_number': '89', 'road': 'North St', 'county': 'Annapolis', 'state': 'Nova Scotia', 'postcode': 'B0S 0B3', 'country': 'Canada', 'country_code': 'ca'}}"
2171,63136,7/6/2003 21:30,unknown,10,approx:10 seconds,HBCCUFO CANADIAN REPORT:  Object made a very quick and very sharp U-turn.,49.883333,-97.166667,"217, Ethelbert St, Wolseley, Winnipeg, Division No. 11, Manitoba, R3G 1V8, Canada",Wolseley,Winnipeg,Manitoba,ca,Canada,"{'place_id': '332340179034', 'licence': 'https://locationiq.com/attribution', 'lat': '49.883303', 'lon': '-97.166855', 'display_name': '217, Ethelbert St, Wolseley, Winnipeg, Division No. 11, Manitoba, R3G 1V8, Canada', 'boundingbox': ['49.883303', '49.883303', '-97.166855', '-97.166855'], 'importance': 0.2, 'address': {'house_number': '217', 'road': 'Ethelbert St', 'neighbourhood': 'Wolseley', 'city': 'Winnipeg', 'county': 'Division No. 11', 'state': 'Manitoba', 'postcode': 'R3G 1V8', 'country': 'Canada', 'country_code': 'ca'}}"
2172,63154,7/6/2005 19:10,unknown,30,20-30seconds,an object travelling at an alarming speed across the sky,45.416667,-75.7,"255, Nepean Street, Centretown, Ottawa, Ottawa, Ontario, K2P 0B7, Canada",Centretown,Ottawa,Ontario,ca,Canada,"{'place_id': '331308888021', 'osm_type': 'way', 'osm_id': '482238181', 'licence': 'https://locationiq.com/attribution', 'lat': '45.416689', 'lon': '-75.699972', 'display_name': '255, Nepean Street, Centretown, Ottawa, Ottawa, Ontario, K2P 0B7, Canada', 'boundingbox': ['45.416689', '45.416689', '-75.699972', '-75.699972'], 'importance': 0.225, 'address': {'house_number': '255', 'road': 'Nepean Street', 'neighbourhood': 'Centretown', 'city': 'Ottawa', 'county': 'Ottawa', 'state': 'Ontario', 'postcode': 'K2P 0B7', 'country': 'Canada', 'country_code': 'ca'}}"
2173,63184,7/6/2007 22:30,other,6,6 seconds,Stationary star that then moved and shot off into space&#44 leaving light trail behind that followed&#44 incredible speed.,49.25,-123.13333300000001,"1251, W King Edward Ave, Shaughnessy, Vancouver, Greater Vancouver, British Columbia, V6H 3B2, Canada",Shaughnessy,Vancouver,British Columbia,ca,Canada,"{'place_id': '332937248295', 'licence': 'https://locationiq.com/attribution', 'lat': '49.24977', 'lon': '-123.133178', 'display_name': '1251, W King Edward Ave, Shaughnessy, Vancouver, Greater Vancouver, British Columbia, V6H 3B2, Canada', 'boundingbox': ['49.24977', '49.24977', '-123.133178', '-123.133178'], 'importance': 0.2, 'address': {'house_number': '1251', 'road': 'W King Edward Ave', 'neighbourhood': 'Shaughnessy', 'city': 'Vancouver', 'county': 'Greater Vancouver', 'state': 'British Columbia', 'postcode': 'V6H 3B2', 'country': 'Canada', 'country_code': 'ca'}}"
2174,63187,7/6/2008 01:00,changing,2,2 seconds,Wow,45.583333,-62.63333299999999,"536, Merigomish Rd, Pictou, Nova Scotia, B2H 4T6, Canada",,,Nova Scotia,ca,Canada,"{'place_id': '330060884903', 'licence': 'https://locationiq.com/attribution', 'lat': '45.583471', 'lon': '-62.633242', 'display_name': '536, Merigomish Rd, Pictou, Nova Scotia, B2H 4T6, Canada', 'boundingbox': ['45.583471', '45.583471', '-62.633242', '-62.633242'], 'importance': 0.2, 'address': {'house_number': '536', 'road': 'Merigomish Rd', 'county': 'Pictou', 'state': 'Nova Scotia', 'postcode': 'B2H 4T6', 'country': 'Canada', 'country_code': 'ca'}}"
2175,63203,7/6/2009 08:30,light,10,10 seconds,Strong contrasting light&#44 quick disappearance,43.866667,-78.93333299999999,"Swiss Chalet, Whitby, Ontario, L1N 3W2, Canada",,Whitby,Ontario,ca,Canada,"{'place_id': '332443010952', 'osm_type': 'node', 'osm_id': '3736054548', 'licence': 'https://locationiq.com/attribution', 'lat': '43.867017', 'lon': '-78.932695', 'display_name': 'Swiss Chalet, Whitby, Ontario, L1N 3W2, Canada', 'boundingbox': ['43.867017', '43.867017', '-78.932695', '-78.932695'], 'importance': 0.2, 'address': {'name': 'Swiss Chalet', 'city': 'Whitby', 'state': 'Ontario', 'postcode': 'L1N 3W2', 'country': 'Canada', 'country_code': 'ca'}}"
2176,63261,7/6/2012 23:45,circle,5,5 seconds,Circular silent light descending in a half circle from approximately 5-thousand feet through to 4500 feet in a cloudless&#44 evening sky.,44.233333,-76.483333,"104, Barrack Street, Kingston, Frontenac, Ontario, K7K 1G2, Canada",,Kingston,Ontario,ca,Canada,"{'place_id': '331689103916', 'osm_type': 'node', 'osm_id': '805740564', 'licence': 'https://locationiq.com/attribution', 'lat': '44.233504', 'lon': '-76.48358', 'display_name': '104, Barrack Street, Kingston, Frontenac, Ontario, K7K 1G2, Canada', 'boundingbox': ['44.233504', '44.233504', '-76.48358', '-76.48358'], 'importance': 0.2, 'address': {'house_number': '104', 'road': 'Barrack Street', 'city': 'Kingston', 'county': 'Frontenac', 'state': 'Ontario', 'postcode': 'K7K 1G2', 'country': 'Canada', 'country_code': 'ca'}}"
2177,63263,7/6/2013 00:30,triangle,20,20 seconds,A wonderful aircraft&#44 but spooky.,46.24,-63.21,"29, Nevin Ln, Queens, Prince Edward Island, C0A 1H0, Canada",,,Prince Edward Island,ca,Canada,"{'place_id': '333937755123', 'licence': 'https://locationiq.com/attribution', 'lat': '46.239794', 'lon': '-63.209986', 'display_name': '29, Nevin Ln, Queens, Prince Edward Island, C0A 1H0, Canada', 'boundingbox': ['46.239794', '46.239794', '-63.209986', '-63.209986'], 'importance': 0.2, 'address': {'house_number': '29', 'road': 'Nevin Ln', 'county': 'Queens', 'state': 'Prince Edward Island', 'postcode': 'C0A 1H0', 'country': 'Canada', 'country_code': 'ca'}}"
2178,63295,7/6/2013 21:45,sphere,300,5 minutes,Bright blue orb in Toronto.,43.666667,-79.416667,"743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada",Annex,Toronto,Ontario,ca,Canada,"{'place_id': '333938358051', 'licence': 'https://locationiq.com/attribution', 'lat': '43.666635', 'lon': '-79.41669', 'display_name': '743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada', 'boundingbox': ['43.666635', '43.666635', '-79.41669', '-79.41669'], 'importance': 0.225, 'address': {'house_number': '743', 'road': 'Manning Ave', 'neighbourhood': 'Annex', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M6G 2W5', 'country': 'Canada', 'country_code': 'ca'}}"
2179,63381,7/7/1990 21:30,triangle,20,20 sec.,It was a summer night. I was about 13 or 14 years old back then. I went outside on my parent&#39s bedroom blacony (4th floor of an appartm,45.483333,-75.65,"177, Rue Bruchési, Notre-Dame, Gatineau, Gatineau, Quebec, J8P 5E7, Canada",Notre-Dame,Gatineau,Quebec,ca,Canada,"{'place_id': '332935718556', 'osm_type': 'way', 'osm_id': '476687962', 'licence': 'https://locationiq.com/attribution', 'lat': '45.48335', 'lon': '-75.649908', 'display_name': '177, Rue Bruchési, Notre-Dame, Gatineau, Gatineau, Quebec, J8P 5E7, Canada', 'boundingbox': ['45.48335', '45.48335', '-75.649908', '-75.649908'], 'importance': 0.225, 'address': {'house_number': '177', 'road': 'Rue Bruchési', 'neighbourhood': 'Notre-Dame', 'city': 'Gatineau', 'county': 'Gatineau', 'state': 'Quebec', 'postcode': 'J8P 5E7', 'country': 'Canada', 'country_code': 'ca'}}"
